,Items,Origin,Items grouped,Category,Unit,amount,District,VDC,Village/Ward/extra info,lat,lon,District Latitude,District Longitude,Date,Location name,type
600,Plastic rolls,,Plastic rolls,Shelter,rolls,13.0,Kathmandu District,Aalapot,"Kageshwari, Halapur",27.74768,85.43146,27.707040000000003,85.33218000000001,2015-05-04,"Aalapot, Kageshwari, Halapur",list
601,Medical Kit,,Medical Kit,Medicine,unit,1.0,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,2015-05-04,"Dhawa, Chautara",list
602,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,36.0,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,2015-05-04,"Dhawa, Chautara",list
603,Blankets,,Blankets,Shelter,unit,10.0,Gorkha,Dhawa,Chautara,28.0134,84.7823,28.33333,84.83333,2015-05-04,"Dhawa, Chautara",list
604,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,20.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
605,Noodles,,Noodles,Food - Dry Food,box,24.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
606,Medical Kit,,Medical Kit,Medicine,unit,1.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
607,Blankets,,Blankets,Shelter,unit,15.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
608,Lime,,Lime,Shelter,pack,15.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
609,Rope,,Rope,Shelter,unit,20.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
610,Tarp,,Tarp,Shelter,unit,50.0,Lalitpur,Dukuchhap,ChampiWard,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ChampiWard",list
611,Biscuits,,Biscuits,Food - Dry Food,box,7.0,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,2015-05-05,"LalitpurN.P., ",list
612,Noodles,,Noodles,Food - Dry Food,box,3.0,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,2015-05-05,"LalitpurN.P., ",list
613,Diapers,,Diapers,Sanitation - Children supplies,unit,4.0,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,2015-05-05,"LalitpurN.P., ",list
614,Blankets,,Blankets,Shelter,unit,5.0,Lalitpur,LalitpurN.P.,,27.6691,85.3199,27.58333,85.33333,2015-05-05,"LalitpurN.P., ",list
615,Water,,Water,Food - Drinks,bottle,24.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
616,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,2.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
617,Food,,Food,Food - Supplies,pack,28.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
618,Noodles,,Noodles,Food - Dry Food,box,4.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
619,Rice,,Rice,Food - Dry Food,sack,6.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
620,Food packages,,Food packages,Food - Supplies,unit,100.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
621,Salt,,Salt,Food - Dry Food,pack,20.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
622,Blankets,,Blankets,Shelter,unit,40.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
623,Lime,,Lime,Shelter,pack,6.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
624,Phenyl,,Phenyl,Shelter,bottle,2.0,Dhading,Marpak,,28.0135,84.9646,28.0,84.91667,2015-05-05,"Marpak, ",list
625,Water,,Water,Food - Drinks,bottle,12.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
626,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,2.5,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
627,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
628,Dal,,Dal,Food - Dry Food,pack,17.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
629,Food,,Food,Food - Supplies,pack,16.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
630,Salt,,Salt,Food - Dry Food,pack,20.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
631,Medical Kit,,Medical Kit,Medicine,unit,5.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
632,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,200.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
633,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,60.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
634,Piyush,,Piyush,Sanitation - Water purification,bottle,10.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
635,Blankets,,Blankets,Shelter,unit,42.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
636,Lime,,Lime,Shelter,pack,6.0,Dolakha,Dolakha,,27.83333,86.25,27.83333,86.25,2015-05-05,"Dolakha, ",list
637,Blankets,,Blankets,Shelter,unit,10.0,Gorkha,Chhoprak,Cheuri,28.0556,84.5881,28.33333,84.83333,2015-05-05,"Chhoprak, Cheuri",list
638,Blankets,,Blankets,Shelter,unit,20.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-05,"Kavrenityachandeswor, Badal Gaun",list
639,Tarp,,Tarp,Shelter,unit,40.0,Lalitpur,Dukuchhap,,27.5901,85.2969,27.58333,85.33333,2015-05-05,"Dukuchhap, ",list
640,Medical Kit,,Medical Kit,Medicine,unit,1.0,Gorkha,Taple,"and also Masel, Baguwa, Dhawa, Boralang",28.0254,84.6775,28.33333,84.83333,2015-05-06,"Taple, and also Masel, Baguwa, Dhawa, Boralang",list
641,Medical Kit,,Medical Kit,Medicine,unit,1.0,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,2015-05-06,"Aanppipal, Bhorle, Jaljale, Sunodumre, Pachchyan",list
642,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,60.0,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,2015-05-06,"Aanppipal, Bhorle, Jaljale, Sunodumre, Pachchyan",list
643,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,1.0,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,2015-05-06,"Aanppipal, Bhorle, Jaljale, Sunodumre, Pachchyan",list
644,Piyush,,Piyush,Sanitation - Water purification,bottle,5.0,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,2015-05-06,"Aanppipal, Bhorle, Jaljale, Sunodumre, Pachchyan",list
645,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,750.0,Gorkha,Aanppipal,"Bhorle, Jaljale, Sunodumre, Pachchyan",28.0687,84.5334,28.33333,84.83333,2015-05-06,"Aanppipal, Bhorle, Jaljale, Sunodumre, Pachchyan",list
646,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Mahankal,Sera,27.886940000000003,85.51056,27.829359999999998,85.54504,2015-05-06,"Mahankal, Sera",list
647,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,50.0,Sindhupalchok,Mahankal,Sera,27.886940000000003,85.51056,27.829359999999998,85.54504,2015-05-06,"Mahankal, Sera",list
648,Sanitary pads,,Sanitary pads,Sanitation - supplies,pack,460.0,Sindhupalchok,Mahankal,Sera,27.886940000000003,85.51056,27.829359999999998,85.54504,2015-05-06,"Mahankal, Sera",list
649,Biscuits,,Biscuits,Food - Dry Food,box,2.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-06,"KathmanduN.P., Swayambunath",list
650,Rice,,Rice,Food - Dry Food,sack,2.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-06,"KathmanduN.P., Swayambunath",list
651,Medical Kit,,Medical Kit,Medicine,unit,1.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-06,"KathmanduN.P., Swayambunath",list
652,Masks,,Masks,Sanitation - supplies,unit,200.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-06,"KathmanduN.P., Swayambunath",list
653,Tarp,,Tarp,Shelter,unit,10.0,Kathmandu District,KathmanduN.P.,Swayambunath,27.707309999999996,85.32218,27.707040000000003,85.33218000000001,2015-05-06,"KathmanduN.P., Swayambunath",list
654,Medical Kit,,Medical Kit,Medicine,unit,1.0,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,2015-05-06,"Langtang, ",list
655,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,50.0,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,2015-05-06,"Langtang, ",list
656,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,100.0,Rasuwa,Langtang,,28.20692,85.51986,28.16667,85.33333,2015-05-06,"Langtang, ",list
657,Water,,Water,Food - Drinks,pack,1.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
658,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,6.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
659,Dal,,Dal,Food - Dry Food,sack,4.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
660,Noodles,,Noodles,Food - Dry Food,box,21.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
661,Noodles,,Noodles,Food - Dry Food,sack,6.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
662,Rice,,Rice,Food - Dry Food,sack,20.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
663,Salt,,Salt,Food - Dry Food,sack,0.5,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
664,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,box,2.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
665,Blankets,,Blankets,Shelter,unit,61.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
666,Rope,,Rope,Shelter,unit,5.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
667,Tarp,,Tarp,Shelter,unit,50.0,Sindhupalchok,Hagam,Yanlakot,27.831640000000004,85.81236,27.829359999999998,85.54504,2015-05-06,"Hagam, Yanlakot",list
668,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,500.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
669,Medicine - supplies,,Medicine - supplies,Sanitation - supplies,unit,20.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
670,Piyush,,Piyush,Sanitation - Water purification,bottle,10.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
671,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,200.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
672,Tarp,,Tarp,Shelter,unit,25.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
673,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,1.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
674,Medical Kit,,Medical Kit,Medicine,unit,2.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
675,Piyush,,Piyush,Sanitation - Water purification,bottle,2.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
676,Purification tablets,,Purification tablets,Sanitation - Water purification,tabs,150.0,Sindhupalchok,Baruwa,Yarsa/Bhothang/Yangri/Bolgun,27.96275,85.61778000000001,27.829359999999998,85.54504,2015-05-06,"Baruwa, Yarsa/Bhothang/Yangri/Bolgun",list
677,Dal,,Dal,Food - Dry Food,sack,1.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
678,Rice,,Rice,Food - Dry Food,sack,8.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
679,Oil,,Oil,Food - Dry Food,bottle,50.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
680,Salt,,Salt,Food - Dry Food,pack,18.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
681,Medical Kit,,Medical Kit,Medicine,unit,1.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
682,Blankets,,Blankets,Shelter,unit,30.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
683,Plastic rolls,,Plastic rolls,Shelter,rolls,1.0,Kabhre Palanchok,Kavrenityachandeswor,Badal Gaun,27.61,85.5832,27.58333,85.66667,2015-05-06,"Kavrenityachandeswor, Badal Gaun",list
684,Dal,,Dal,Food - Dry Food,pack,30.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
685,Rice,,Rice,Food - Dry Food,sack,4.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
686,Oil,,Oil,Food - Dry Food,bottle,30.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
687,Salt,,Salt,Food - Dry Food,pack,12.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
688,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
689,Blankets,,Blankets,Shelter,unit,20.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
690,Plastic rolls,,Plastic rolls,Shelter,rolls,24.0,Sindhupalchok,Sangachok,Panichaur,27.695320000000002,85.72073,27.829359999999998,85.54504,2015-05-06,"Sangachok, Panichaur",list
691,Medical Kit,,Medical Kit,Medicine,unit,1.0,Nuwakot,Kakani,Dovan,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-06,"Kakani, Dovan",list
692,Medicine - rehydration,,Medicine - rehydration,Medicine,unit,110.0,Nuwakot,Kakani,Dovan,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-06,"Kakani, Dovan",list
693,Masks,,Masks,Sanitation - supplies,box,1.0,Nuwakot,Kakani,Dovan,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-06,"Kakani, Dovan",list
694,Sanitary pads,,Sanitary pads,Sanitation - supplies,unit,25.0,Nuwakot,Kakani,Dovan,27.81948,85.25690999999999,27.964000000000002,83.0549,2015-05-06,"Kakani, Dovan",list
695,Medicine - drug,,Medicine - drug,Medicine,tabs,110.0,Sindhupalchok,Thakani,Ningale Village,27.842579999999998,85.48731,27.829359999999998,85.54504,2015-05-06,"Thakani, Ningale Village",list
696,Blankets,,Blankets,Shelter,unit,15.0,Sindhupalchok,Thakani,Ningale Village,27.842579999999998,85.48731,27.829359999999998,85.54504,2015-05-06,"Thakani, Ningale Village",list
697,Tarp,,Tarp,Shelter,unit,15.0,Sindhupalchok,Thakani,Ningale Village,27.842579999999998,85.48731,27.829359999999998,85.54504,2015-05-06,"Thakani, Ningale Village",list
698,Tarp,,Tarp,Shelter,unit,5.0,Sindhuli,Puranojhangajholi,Khanikhadka,27.3751,85.8963,27.25,86.0,2015-05-06,"Puranojhangajholi, Khanikhadka",list
699,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Bahrabise,Thulopalati,27.45679,87.32786999999999,27.829359999999998,85.54504,2015-05-06,"Bahrabise, Thulopalati",list
700,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,12.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
701,Biscuits,,Biscuits,Food - Dry Food,box,6.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
702,Dal,,Dal,Food - Dry Food,pack,20.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
703,Food,,Food,Food - Supplies,pack,14.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
704,Noodles,,Noodles,Food - Dry Food,pack,2.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
705,Rice,,Rice,Food - Dry Food,sack,25.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
706,Salt,,Salt,Food - Dry Food,pack,5.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
707,Sugar,,Sugar,Food - Dry Food,pack,5.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
708,Medical Kit,,Medical Kit,Medicine,unit,1.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
709,Blankets,,Blankets,Shelter,unit,20.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
710,Tarp,,Tarp,Shelter,unit,100.0,Sindhupalchok,Dhuyang,"Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",27.85199,85.85637,27.829359999999998,85.54504,2015-05-07,"Dhuyang, Ghumtang, Dandagaun, Kolbari, Kimbegaun, Khanyabas, Devchagaun, Chapleti",list
711,Dal,,Dal,Food - Dry Food,sack,50.0,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, Baskote Gaun",list
712,Noodles,,Noodles,Food - Dry Food,box,6.0,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, Baskote Gaun",list
713,Rice,,Rice,Food - Dry Food,sack,55.0,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, Baskote Gaun",list
714,Matress,,Matress,Shelter,unit,55.0,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, Baskote Gaun",list
715,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,20.0,Nuwakot,Sikre,Baskote Gaun,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, Baskote Gaun",list
716,Sanitary pads,,Sanitary pads,Sanitation - supplies,box,2.0,Lalitpur,Lubhu,and also Siddhipur VDC,27.6359,85.3754,27.58333,85.33333,2015-05-07,"Lubhu, and also Siddhipur VDC",list
717,Water,,Water,Food - Drinks,pack,12.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
718,Beaten Rice,,Beaten Rice,Food - Dry Food,sack,4.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
719,Biscuits,,Biscuits,Food - Dry Food,box,4.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
720,Dal,,Dal,Food - Dry Food,pack,10.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
721,Dalmot,,Dalmot,Food - Dry Food,pack,12.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
722,Noodles,,Noodles,Food - Dry Food,sack,1.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
723,Rice,,Rice,Food - Dry Food,sack,13.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
724,Salt,,Salt,Food - Dry Food,pack,15.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
725,Medical Kit,,Medical Kit,Medicine,unit,5.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
726,Medicine - rehydration,,Medicine - rehydration,Medicine,tabs,420.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
727,Blankets,,Blankets,Shelter,unit,50.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
728,Tarp (UNHCR),UNHCR,Tarp (UNHCR),Shelter,unit,100.0,Ramechhap,Gumdel,"Pekanas, Thado Khola, Koryam",27.640909999999998,86.42334,27.3303,86.06458,2015-05-07,"Gumdel, Pekanas, Thado Khola, Koryam",list
729,Medical Kit,,Medical Kit,Medicine,unit,2.0,Nuwakot,Sikre,,27.83895,85.37597,27.964000000000002,83.0549,2015-05-07,"Sikre, ",list
